OBJECTID,DESCRIPTION,ID,GENZ_FY,GENZ_FY_P,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
438,90071 (Los Angeles),90071,166,20.47,20.47,498750.0,2796.3291102264193,1756054260270,Synapse54,1756054260270,Synapse54
439,90073 (Los Angeles),90073,1,12.5,12.5,361250.0,2444.855032486122,1756054260270,Synapse54,1756054260270,Synapse54
440,90077 (Los Angeles),90077,1205,15.49,15.49,28206250.0,29891.429584163092,1756054260270,Synapse54,1756054260270,Synapse54
441,90089 (Los Angeles),90089,2161,80.91,80.91,641250.0,5578.818673295189,1756054260270,Synapse54,1756054260270,Synapse54
442,90094 (Playa Vista),90094,2513,20.61,20.61,2206250.0,9075.570978848275,1756054260270,Synapse54,1756054260270,Synapse54
443,90095 (Los Angeles),90095,3,75.0,75.0,1341250.0,5545.281266875468,1756054260270,Synapse54,1756054260270,Synapse54
444,90201 (Bell Gardens),90201,26291,29.96,29.96,22776250.0,31174.90594556538,1756054260270,Synapse54,1756054260270,Synapse54
445,90210 (Beverly Hills),90210,3431,17.56,17.56,40693750.0,35495.540610269694,1756054260270,Synapse54,1756054260270,Synapse54
446,90211 (Beverly Hills),90211,1673,22.37,22.37,2545000.0,8434.386417247204,1756054260270,Synapse54,1756054260270,Synapse54
447,90212 (Beverly Hills),90212,2466,23.7,23.7,3456250.0,9132.921549218636,1756054260270,Synapse54,1756054260270,Synapse54
448,90220 (Compton),90220,12812,27.04,27.04,26670000.0,26278.341178066632,1756054260270,Synapse54,1756054260270,Synapse54
449,90221 (Compton),90221,14167,28.92,28.92,20546250.0,30704.222675775596,1756054260270,Synapse54,1756054260270,Synapse54
450,90222 (Compton),90222,8865,28.66,28.66,9812500.0,15082.427126403216,1756054260270,Synapse54,1756054260270,Synapse54
451,90230 (Culver City),90230,6500,20.4,20.4,13540000.0,23852.03509703816,1756054260270,Synapse54,1756054260270,Synapse54
452,90232 (Culver City),90232,4267,23.52,23.52,8846250.0,20569.320546472754,1756054260270,Synapse54,1756054260270,Synapse54
453,90240 (Downey),90240,5359,22.39,22.39,11008750.0,16046.5324903168,1756054260270,Synapse54,1756054260270,Synapse54
454,90241 (Downey),90241,10108,24.72,24.72,18818750.0,26209.754460046563,1756054260270,Synapse54,1756054260270,Synapse54
455,90242 (Downey),90242,10281,24.39,24.39,17316250.0,24176.05001918894,1756054260270,Synapse54,1756054260270,Synapse54
456,90245 (El Segundo),90245,3862,23.49,23.49,20489078.9453125,21290.512807961102,1756054260270,Synapse54,1756054260270,Synapse54
457,90247 (Gardena),90247,10603,22.5,22.5,13956250.0,18524.930291328696,1756054260270,Synapse54,1756054260270,Synapse54
458,90248 (Gardena),90248,2117,19.7,19.7,16600000.0,29520.36402804825,1756054260270,Synapse54,1756054260270,Synapse54
459,90249 (Gardena),90249,5545,20.88,20.88,11110000.0,15491.694499783222,1756054260270,Synapse54,1756054260270,Synapse54
460,90250 (Hawthorne),90250,22897,24.74,24.74,25368750.0,28851.36344786999,1756054260270,Synapse54,1756054260270,Synapse54
461,90254 (Hermosa Beach),90254,4244,23.06,23.06,5741250.0,10335.552881463193,1756054260270,Synapse54,1756054260270,Synapse54
462,90255 (Huntington Park),90255,18870,28.34,28.34,14255000.0,26085.551407584615,1756054260270,Synapse54,1756054260270,Synapse54
463,90260 (Lawndale),90260,7697,24.67,24.67,9605000.0,17402.683123305447,1756054260270,Synapse54,1756054260270,Synapse54
464,90262 (Lynwood),90262,17375,28.2,28.2,18086556.6640625,26857.017283522808,1756054260270,Synapse54,1756054260270,Synapse54
465,90263 (Malibu),90263,1585,80.74,80.74,890000.0,4836.364924674755,1756054260270,Synapse54,1756054260270,Synapse54
466,90265 (Malibu),90265,2961,22.96,22.96,358065000.0,160105.19551106927,1756054260270,Synapse54,1756054260270,Synapse54
467,90266 (Manhattan Beach),90266,6599,19.83,19.83,15016250.0,18024.215173107365,1756054260270,Synapse54,1756054260270,Synapse54
468,90270 (Maywood),90270,6793,29.7,29.7,4438750.0,12108.120723799591,1756054260270,Synapse54,1756054260270,Synapse54
469,90272 (Pacific Palisades),90272,2052,18.12,18.12,93533750.0,48353.98962394359,1756054260270,Synapse54,1756054260270,Synapse54
470,90274 (Palos Verdes Peninsula),90274,4518,18.56,18.56,45242500.0,67826.04698995463,1756054260270,Synapse54,1756054260270,Synapse54
471,90275 (Rancho Palos Verdes),90275,7637,19.2,19.2,50560467.390625,74858.19724477628,1756054260270,Synapse54,1756054260270,Synapse54
472,90277 (Redondo Beach),90277,7416,20.83,20.83,13728660.71484375,28384.916700767837,1756054260270,Synapse54,1756054260270,Synapse54
473,90278 (Redondo Beach),90278,8281,20.8,20.8,13486250.0,19494.564275167202,1756054260270,Synapse54,1756054260270,Synapse54
474,90280 (South Gate),90280,24072,27.07,27.07,28788750.0,39688.62557489182,1756054260270,Synapse54,1756054260270,Synapse54
475,90290 (Topanga),90290,1073,18.03,18.03,70541250.0,53160.49650329473,1756054260270,Synapse54,1756054260270,Synapse54
476,90291 (Venice),90291,6872,24.99,24.99,9812500.0,12876.741552663525,1756054260270,Synapse54,1756054260270,Synapse54
477,90292 (Marina del Rey),90292,5960,20.7,20.7,8218750.0,32395.526802590502,1756054260270,Synapse54,1756054260270,Synapse54
478,90293 (Playa del Rey),90293,1862,17.88,17.88,9491250.0,25369.42274213685,1756054260270,Synapse54,1756054260270,Synapse54
479,90301 (Inglewood),90301,8561,24.29,24.29,9536250.0,14740.37614674179,1756054260270,Synapse54,1756054260270,Synapse54
480,90302 (Inglewood),90302,6917,24.47,24.47,7050000.0,14576.382803700373,1756054260270,Synapse54,1756054260270,Synapse54
481,90303 (Inglewood),90303,5736,26.34,26.34,6832500.0,11584.415690288111,1756054260270,Synapse54,1756054260270,Synapse54
482,90304 (Inglewood),90304,7137,29.51,29.51,6392500.0,14711.933440991874,1756054260270,Synapse54,1756054260270,Synapse54
483,90305 (Inglewood),90305,2789,18.46,18.46,10065000.0,14350.357124637427,1756054260270,Synapse54,1756054260270,Synapse54
484,90401 (Santa Monica),90401,2409,26.81,26.81,3258750.0,8627.600002486844,1756054260270,Synapse54,1756054260270,Synapse54
485,90402 (Santa Monica),90402,2127,18.71,18.71,7656250.0,16278.906067432124,1756054260270,Synapse54,1756054260270,Synapse54
486,90403 (Santa Monica),90403,4603,19.99,19.99,5201250.0,12765.037071367307,1756054260270,Synapse54,1756054260270,Synapse54
487,90404 (Santa Monica),90404,5294,23.15,23.15,7661250.0,12293.519777068597,1756054260270,Synapse54,1756054260270,Synapse54
488,90405 (Santa Monica),90405,5291,20.41,20.41,9833750.0,14364.27920898923,1756054260270,Synapse54,1756054260270,Synapse54
489,90501 (Torrance),90501,9382,22.69,22.69,21363750.0,22477.44421810747,1756054260270,Synapse54,1756054260270,Synapse54
490,90502 (Torrance),90502,3139,17.51,17.51,8408750.0,15904.164101997872,1756054260270,Synapse54,1756054260270,Synapse54
491,90503 (Torrance),90503,9138,20.97,20.97,22778750.0,19550.185198607072,1756054260270,Synapse54,1756054260270,Synapse54
492,90504 (Torrance),90504,5972,19.66,19.66,14150000.0,16144.870254103427,1756054260270,Synapse54,1756054260270,Synapse54
493,90505 (Torrance),90505,6924,20.33,20.33,21650000.0,21596.455573846477,1756054260270,Synapse54,1756054260270,Synapse54
494,90506 (Torrance),90506,0,0.0,0.0,958750.0,4384.906543896758,1756054260270,Synapse54,1756054260270,Synapse54
495,90601 (Whittier),90601,6580,21.19,21.19,38844044.1171875,55144.6720873256,1756054260270,Synapse54,1756054260270,Synapse54
496,90602 (Whittier),90602,6218,24.84,24.84,10911250.0,26607.57074945912,1756054260270,Synapse54,1756054260270,Synapse54
497,90603 (Whittier),90603,4235,20.94,20.94,12587500.0,25128.37504031684,1756054260270,Synapse54,1756054260270,Synapse54
498,90604 (Whittier),90604,8909,23.24,23.24,16517500.0,24397.16301851491,1756054260270,Synapse54,1756054260270,Synapse54
499,90605 (Whittier),90605,9177,24.21,24.21,20322500.0,38244.19602659896,1756054260270,Synapse54,1756054260270,Synapse54
500,90606 (Whittier),90606,7128,23.35,23.35,13908750.0,23051.640851957916,1756054260270,Synapse54,1756054260270,Synapse54
501,90620 (Buena Park),90620,9740,21.3,21.3,24891250.0,36184.85321761223,1756054260270,Synapse54,1756054260270,Synapse54
502,90623 (La Palma),90623,2800,19.11,19.11,6976250.0,16169.900377776361,1756054260270,Synapse54,1756054260270,Synapse54
503,90630 (Cypress),90630,10681,22.09,22.09,23375000.0,30591.584822141205,1756054260270,Synapse54,1756054260270,Synapse54
504,90631 (La Habra),90631,14923,22.24,22.24,51115000.0,41125.47464364195,1756054260270,Synapse54,1756054260270,Synapse54
505,90638 (La Mirada),90638,8511,19.45,19.45,28975000.0,36363.589685550694,1756054260270,Synapse54,1756054260270,Synapse54
506,90639 (La Mirada),90639,1241,82.68,82.68,628750.0,4050.9365282633644,1756054260270,Synapse54,1756054260270,Synapse54
507,90640 (Montebello),90640,13985,23.53,23.53,31072500.0,33723.07592538333,1756054260270,Synapse54,1756054260270,Synapse54
508,90650 (Norwalk),90650,21802,22.95,22.95,36745000.0,34075.03927766407,1756054260270,Synapse54,1756054260270,Synapse54
509,90660 (Pico Rivera),90660,13005,22.76,22.76,32288750.0,29498.64150538908,1756054260270,Synapse54,1756054260270,Synapse54
510,90670 (Santa Fe Springs),90670,3560,21.24,21.24,32167500.0,52293.866012792765,1756054260270,Synapse54,1756054260270,Synapse54
511,90680 (Stanton),90680,7874,24.38,24.38,10142500.0,25187.490876299296,1756054260270,Synapse54,1756054260270,Synapse54
512,90701 (Artesia),90701,3281,20.73,20.73,6072500.0,15226.251904130706,1756054260270,Synapse54,1756054260270,Synapse54
513,90703 (Cerritos),90703,8558,18.67,18.67,33382500.0,43957.88438492369,1756054260270,Synapse54,1756054260270,Synapse54
514,90704 (Avalon),90704,994,27.13,27.13,487926250.0,217962.03793947026,1756054260270,Synapse54,1756054260270,Synapse54
515,90706 (Bellflower),90706,18776,25.17,25.17,23067500.0,21705.237676308017,1756054260270,Synapse54,1756054260270,Synapse54
516,90710 (Harbor City),90710,5681,22.06,22.06,8730000.0,14589.089922329094,1756054260270,Synapse54,1756054260270,Synapse54
517,90712 (Lakewood),90712,6119,18.97,18.97,16535000.0,22577.300170428734,1756054260270,Synapse54,1756054260270,Synapse54
518,90713 (Lakewood),90713,4950,18.81,18.81,12796250.0,16128.32750732679,1756054260270,Synapse54,1756054260270,Synapse54
519,90715 (Lakewood),90715,4635,23.93,23.93,6483750.0,15164.516714525105,1756054260270,Synapse54,1756054260270,Synapse54
520,90716 (Hawaiian Gardens),90716,3422,26.83,26.83,3653750.0,9011.135593632347,1756054260270,Synapse54,1756054260270,Synapse54
521,90717 (Lomita),90717,4375,20.39,20.39,7921250.0,16645.18298324878,1756054260270,Synapse54,1756054260270,Synapse54
522,90720 (Los Alamitos),90720,5263,22.69,22.69,23170000.0,25290.212669775807,1756054260270,Synapse54,1756054260270,Synapse54
523,90723 (Paramount),90723,13640,27.61,27.61,17825000.0,25500.519197521357,1756054260270,Synapse54,1756054260270,Synapse54
524,90731 (San Pedro),90731,13662,23.85,23.85,34893750.0,86960.88531120957,1756054260270,Synapse54,1756054260270,Synapse54
525,90732 (San Pedro),90732,3862,18.62,18.62,12383750.0,32670.676087233125,1756054260270,Synapse54,1756054260270,Synapse54
526,90740 (Seal Beach),90740,2912,12.2,12.2,42653750.0,55814.47434146027,1756054260270,Synapse54,1756054260270,Synapse54
527,90742 (Sunset Beach),90742,109,13.12,13.12,728750.0,5465.495476873691,1756054260270,Synapse54,1756054260270,Synapse54
528,90743 (Surfside),90743,52,12.94,12.94,218750.0,2701.3356277779667,1756054260270,Synapse54,1756054260270,Synapse54
529,90744 (Wilmington),90744,14379,28.71,28.71,31171250.0,40903.96811881212,1756054260270,Synapse54,1756054260270,Synapse54
530,90745 (Carson),90745,11761,19.95,19.95,35256250.0,31371.42910918017,1756054260270,Synapse54,1756054260270,Synapse54
531,90746 (Carson),90746,4995,20.13,20.13,17991250.0,30527.06992508295,1756054260270,Synapse54,1756054260270,Synapse54
532,90747 (Carson),90747,655,62.56,62.56,2237500.0,6350.89257261219,1756054260270,Synapse54,1756054260270,Synapse54
533,90755 (Signal Hill),90755,2545,22.37,22.37,8442500.0,20923.47092526615,1756054260270,Synapse54,1756054260270,Synapse54
534,90802 (Long Beach),90802,12913,28.78,28.78,22857500.0,60447.90859170592,1756054260270,Synapse54,1756054260270,Synapse54
535,90803 (Long Beach),90803,6056,19.45,19.45,17262500.0,48052.98046210528,1756054260270,Synapse54,1756054260270,Synapse54
536,90804 (Long Beach),90804,10014,27.34,27.34,8283750.0,17404.825022744844,1756054260270,Synapse54,1756054260270,Synapse54
537,90805 (Long Beach),90805,23644,26.59,26.59,28283750.0,28282.847625561633,1756054260270,Synapse54,1756054260270,Synapse54
538,90806 (Long Beach),90806,9709,25.44,25.44,14482500.0,29336.82441539369,1756054260270,Synapse54,1756054260270,Synapse54
539,90807 (Long Beach),90807,6362,20.78,20.78,18830000.0,30252.877556949352,1756054260270,Synapse54,1756054260270,Synapse54
540,90808 (Long Beach),90808,7111,18.99,18.99,29252500.0,30714.377057701477,1756054260270,Synapse54,1756054260270,Synapse54
541,90810 (Long Beach),90810,8386,23.1,23.1,23680000.0,23549.221417701145,1756054260270,Synapse54,1756054260270,Synapse54
542,90813 (Long Beach),90813,14800,29.97,29.97,15312500.0,22742.295497020463,1756054260270,Synapse54,1756054260270,Synapse54
543,90814 (Long Beach),90814,4109,23.32,23.32,4823750.0,13832.719778893748,1756054260270,Synapse54,1756054260270,Synapse54
544,90815 (Long Beach),90815,8566,23.19,23.19,26080178.5703125,29824.793801974556,1756054260270,Synapse54,1756054260270,Synapse54
545,90822 (Long Beach),90822,0,0.0,0.0,2023750.0,6752.358352422547,1756054260270,Synapse54,1756054260270,Synapse54
546,90840 (Long Beach),90840,1850,97.01,97.01,1820000.0,7002.623034877741,1756054260270,Synapse54,1756054260270,Synapse54
547,91001 (Altadena),91001,3537,18.67,18.67,30072500.0,28398.778252080778,1756054260270,Synapse54,1756054260270,Synapse54
548,91006 (Arcadia),91006,6504,20.44,20.44,25265000.0,46650.75143039238,1756054260270,Synapse54,1756054260270,Synapse54
549,91007 (Arcadia),91007,6784,21.56,21.56,20713750.0,21959.462716422113,1756054260270,Synapse54,1756054260270,Synapse54
550,91008 (Duarte),91008,188,14.22,14.22,8665000.0,14371.0500767675,1756054260270,Synapse54,1756054260270,Synapse54
551,91010 (Duarte),91010,5181,19.76,19.76,20787500.0,31744.17864013616,1756054260270,Synapse54,1756054260270,Synapse54
552,91011 (La Canada Flintridge),91011,3872,20.32,20.32,236130000.0,119728.34233481884,1756054260270,Synapse54,1756054260270,Synapse54
553,91016 (Monrovia),91016,8618,20.53,20.53,65495000.0,54264.51282000843,1756054260270,Synapse54,1756054260270,Synapse54
554,91020 (Montrose),91020,1842,22.65,22.65,2812500.0,9846.720145603033,1756054260270,Synapse54,1756054260270,Synapse54
555,91024 (Sierra Madre),91024,1930,18.2,18.2,11682500.0,17377.450162386187,1756054260270,Synapse54,1756054260270,Synapse54
556,91030 (South Pasadena),91030,5956,23.41,23.41,13103750.0,16515.93148070902,1756054260270,Synapse54,1756054260270,Synapse54
557,91040 (Sunland),91040,3673,17.17,17.17,54006250.0,62215.25556794039,1756054260270,Synapse54,1756054260270,Synapse54
558,91042 (Tujunga),91042,4868,17.86,17.86,240885000.0,104973.13160724998,1756054260270,Synapse54,1756054260270,Synapse54
559,91101 (Pasadena),91101,5308,25.44,25.44,4570000.0,10401.50972517863,1756054260270,Synapse54,1756054260270,Synapse54
560,91103 (Pasadena),91103,6481,24.18,24.18,18846250.0,23446.6992835936,1756054260270,Synapse54,1756054260270,Synapse54
561,91104 (Pasadena),91104,6254,19.83,19.83,14142500.0,17399.48031496562,1756054260270,Synapse54,1756054260270,Synapse54
562,91105 (Pasadena),91105,2482,18.53,18.53,15438750.0,26685.91207743518,1756054260270,Synapse54,1756054260270,Synapse54
563,91106 (Pasadena),91106,5318,23.79,23.79,11187500.0,22060.2945305279,1756054260270,Synapse54,1756054260270,Synapse54
564,91107 (Pasadena),91107,5856,18.28,18.28,31986250.0,34262.73104182556,1756054260270,Synapse54,1756054260270,Synapse54
565,91108 (San Marino),91108,2221,18.96,18.96,14412500.0,22125.96232575422,1756054260270,Synapse54,1756054260270,Synapse54
566,91123 (Pasadena),91123,60,25.86,25.86,226250.0,1916.4617511106312,1756054260270,Synapse54,1756054260270,Synapse54
567,91201 (Glendale),91201,3785,17.5,17.5,9001250.0,16026.413240796723,1756054260270,Synapse54,1756054260270,Synapse54
568,91202 (Glendale),91202,4088,18.97,18.97,8240000.0,12586.13052702877,1756054260270,Synapse54,1756054260270,Synapse54
569,91203 (Glendale),91203,3683,20.7,20.7,3203750.0,7653.550392833003,1756054260270,Synapse54,1756054260270,Synapse54
570,91204 (Glendale),91204,3667,21.79,21.79,3886250.0,12627.958758843704,1756054260270,Synapse54,1756054260270,Synapse54
571,91205 (Glendale),91205,6842,20.08,20.08,7162500.0,12351.646530060581,1756054260270,Synapse54,1756054260270,Synapse54
572,91206 (Glendale),91206,5898,18.32,18.32,21963750.0,30191.815035665397,1756054260270,Synapse54,1756054260270,Synapse54
573,91207 (Glendale),91207,1634,16.66,16.66,17903750.0,26362.939478570523,1756054260270,Synapse54,1756054260270,Synapse54
574,91208 (Glendale),91208,2994,19.52,19.52,29457500.0,33179.87380612861,1756054260270,Synapse54,1756054260270,Synapse54
575,91210 (Glendale),91210,81,19.47,19.47,162500.0,2106.6282042091552,1756054260270,Synapse54,1756054260270,Synapse54
576,91214 (La Crescenta),91214,6023,21.21,21.21,20600000.0,21602.910059350183,1756054260270,Synapse54,1756054260270,Synapse54
577,91301 (Agoura Hills),91301,4568,19.56,19.56,134412500.0,67038.39809373491,1756054260270,Synapse54,1756054260270,Synapse54
578,91302 (Calabasas),91302,4957,20.76,20.76,98223750.0,71037.94471013643,1756054260270,Synapse54,1756054260270,Synapse54
579,91303 (Canoga Park),91303,8638,28.03,28.03,8228750.0,11529.8145805243,1756054260270,Synapse54,1756054260270,Synapse54
580,91304 (Canoga Park),91304,10867,22.48,22.48,35137500.0,39071.17650268151,1756054260270,Synapse54,1756054260270,Synapse54
581,91306 (Winnetka),91306,10413,22.09,22.09,16672500.0,19171.931116842465,1756054260270,Synapse54,1756054260270,Synapse54
582,91307 (West Hills),91307,4461,19.22,19.22,89981250.0,61095.31117355745,1756054260270,Synapse54,1756054260270,Synapse54
583,91311 (Chatsworth),91311,7494,18.64,18.64,126621250.0,72692.26782111324,1756054260270,Synapse54,1756054260270,Synapse54
584,91316 (Encino),91316,4915,18.19,18.19,16321250.0,20778.30107249837,1756054260270,Synapse54,1756054260270,Synapse54
585,91320 (Newbury Park),91320,8878,20.77,20.77,151116250.0,83662.85794782422,1756054260270,Synapse54,1756054260270,Synapse54
586,91321 (Newhall),91321,7882,24.97,24.97,117951250.0,78749.49731418141,1756054260270,Synapse54,1756054260270,Synapse54
587,91324 (Northridge),91324,6028,21.68,21.68,15433750.0,18243.407608138714,1756054260270,Synapse54,1756054260270,Synapse54
588,91325 (Northridge),91325,8854,26.33,26.33,18520000.0,27408.192773400664,1756054260270,Synapse54,1756054260270,Synapse54
589,91326 (Porter Ranch),91326,8051,20.54,20.54,30312500.0,28236.381070619223,1756054260270,Synapse54,1756054260270,Synapse54
590,91330 (Northridge),91330,1991,95.49,95.49,1561250.0,6606.816717918054,1756054260270,Synapse54,1756054260270,Synapse54
591,91331 (Pacoima),91331,24252,25.78,25.78,35346250.0,29116.443816654253,1756054260270,Synapse54,1756054260270,Synapse54
592,91335 (Reseda),91335,16721,22.24,22.24,25253750.0,20158.768792001392,1756054260270,Synapse54,1756054260270,Synapse54
593,91340 (San Fernando),91340,8631,25.71,25.71,13600000.0,17981.932136218,1756054260270,Synapse54,1756054260270,Synapse54
594,91342 (Sylmar),91342,21715,24.04,24.04,321723750.0,153883.941540724,1756054260270,Synapse54,1756054260270,Synapse54
595,91343 (North Hills),91343,15100,24.79,24.79,22573750.0,21053.555978158878,1756054260270,Synapse54,1756054260270,Synapse54
596,91344 (Granada Hills),91344,9357,18.56,18.56,59877500.0,35582.121333585426,1756054260270,Synapse54,1756054260270,Synapse54
597,91345 (Mission Hills),91345,3720,20.82,20.82,11813750.0,15317.881749383128,1756054260270,Synapse54,1756054260270,Synapse54
598,91350 (Santa Clarita),91350,8959,21.71,21.71,53625000.0,49482.965404838804,1756054260270,Synapse54,1756054260270,Synapse54
599,91351 (Canyon Country),91351,7430,22.81,22.81,34091250.0,42054.59003323661,1756054260270,Synapse54,1756054260270,Synapse54
600,91352 (Sun Valley),91352,10848,24.54,24.54,53561250.0,49423.15083572834,1756054260270,Synapse54,1756054260270,Synapse54
601,91354 (Valencia),91354,7331,23.15,23.15,20238750.0,21868.371539337353,1756054260270,Synapse54,1756054260270,Synapse54
602,91355 (Valencia),91355,7156,22.42,22.42,82675000.0,70585.76126363585,1756054260270,Synapse54,1756054260270,Synapse54
603,91356 (Tarzana),91356,5711,19.85,19.85,29008750.0,26483.575375031935,1756054260270,Synapse54,1756054260270,Synapse54
604,91360 (Thousand Oaks),91360,9163,22.02,22.02,57247500.0,45654.019537525324,1756054260270,Synapse54,1756054260270,Synapse54
605,91361 (Westlake Village),91361,3696,18.11,18.11,96388750.0,56300.17235205668,1756054260270,Synapse54,1756054260270,Synapse54
606,91362 (Thousand Oaks),91362,6895,20.23,20.23,71983750.0,40832.01328540987,1756054260270,Synapse54,1756054260270,Synapse54
607,91364 (Woodland Hills),91364,4894,19.09,19.09,26443750.0,27993.124364922765,1756054260270,Synapse54,1756054260270,Synapse54
608,91367 (Woodland Hills),91367,9767,21.11,21.11,28146250.0,33799.32765120731,1756054260270,Synapse54,1756054260270,Synapse54
609,91371 (Woodland Hills),91371,338,29.14,29.14,2255000.0,6066.578641537791,1756054260270,Synapse54,1756054260270,Synapse54
610,91377 (Oak Park),91377,2741,21.13,21.13,22558750.0,20448.277715778455,1756054260270,Synapse54,1756054260270,Synapse54
611,91381 (Stevenson Ranch),91381,5587,23.23,23.23,113402500.0,72080.28662784427,1756054260270,Synapse54,1756054260270,Synapse54
612,91384 (Castaic),91384,7771,27.14,27.14,742741250.0,140744.13601413922,1756054260270,Synapse54,1756054260270,Synapse54
613,91387 (Canyon Country),91387,11482,24.2,24.2,116305428.57421875,88573.40145051818,1756054260270,Synapse54,1756054260270,Synapse54
614,91390 (Santa Clarita),91390,4219,21.85,21.85,606773321.4257812,154790.04631436671,1756054260270,Synapse54,1756054260270,Synapse54
615,91401 (Van Nuys),91401,8994,22.68,22.68,13360000.0,15691.442451482295,1756054260270,Synapse54,1756054260270,Synapse54
616,91402 (Panorama City),91402,18213,27.03,27.03,14613750.0,19129.15752292534,1756054260270,Synapse54,1756054260270,Synapse54
617,91403 (Sherman Oaks),91403,5011,22.88,22.88,13207500.0,20944.03520832626,1756054260270,Synapse54,1756054260270,Synapse54
618,91405 (Van Nuys),91405,11975,23.89,23.89,12091250.0,15112.44542907185,1756054260270,Synapse54,1756054260270,Synapse54
619,91406 (Van Nuys),91406,12536,22.8,22.8,31267500.0,25572.26328479759,1756054260270,Synapse54,1756054260270,Synapse54
620,91411 (Van Nuys),91411,6431,24.58,24.58,7867500.0,12748.359858568725,1756054260270,Synapse54,1756054260270,Synapse54
621,91423 (Sherman Oaks),91423,6667,21.38,21.38,15983750.0,25194.265539497017,1756054260270,Synapse54,1756054260270,Synapse54
622,91436 (Encino),91436,2761,18.44,18.44,24975000.0,30611.765161515574,1756054260270,Synapse54,1756054260270,Synapse54
623,91501 (Burbank),91501,4158,20.04,20.04,17756250.0,21517.67488198507,1756054260270,Synapse54,1756054260270,Synapse54
624,91502 (Burbank),91502,2297,20.94,20.94,5628750.0,15889.337267710574,1756054260270,Synapse54,1756054260270,Synapse54
625,91504 (Burbank),91504,5638,22.2,22.2,15581250.0,19811.40597407565,1756054260270,Synapse54,1756054260270,Synapse54
626,91505 (Burbank),91505,6833,21.06,21.06,18962500.0,30926.121566997354,1756054260270,Synapse54,1756054260270,Synapse54
627,91506 (Burbank),91506,3779,19.68,19.68,9680000.0,15029.963565909959,1756054260270,Synapse54,1756054260270,Synapse54
628,91521 (Burbank),91521,0,0.0,0.0,268750.0,2089.038078859339,1756054260270,Synapse54,1756054260270,Synapse54
629,91522 (Burbank),91522,22,33.33,33.33,591250.0,3354.7706741831425,1756054260270,Synapse54,1756054260270,Synapse54
630,91523 (Burbank),91523,0,0.0,0.0,225000.0,1880.8246495725361,1756054260270,Synapse54,1756054260270,Synapse54
631,91601 (North Hollywood),91601,12629,29.8,29.8,10333750.0,13825.11038787978,1756054260270,Synapse54,1756054260270,Synapse54
632,91602 (North Hollywood),91602,4112,23.4,23.4,7328750.0,13930.165013040101,1756054260270,Synapse54,1756054260270,Synapse54
633,91604 (Studio City),91604,6141,21.07,21.07,18811250.0,27053.22768113268,1756054260270,Synapse54,1756054260270,Synapse54
634,91605 (North Hollywood),91605,11856,23.64,23.64,20330000.0,20352.00683994068,1756054260270,Synapse54,1756054260270,Synapse54
635,91606 (North Hollywood),91606,9715,22.34,22.34,12521250.0,17149.805187558424,1756054260270,Synapse54,1756054260270,Synapse54
636,91607 (Valley Village),91607,7226,22.93,22.93,9761250.0,13304.102010350245,1756054260270,Synapse54,1756054260270,Synapse54
637,91608 (Universal City),91608,10,27.78,27.78,2125000.0,6563.158248026421,1756054260270,Synapse54,1756054260270,Synapse54
638,91701 (Rancho Cucamonga),91701,7327,19.33,19.33,28270000.0,34836.78540915206,1756054260270,Synapse54,1756054260270,Synapse54
639,91702 (Azusa),91702,15494,25.83,25.83,265925000.0,140079.57495873387,1756054260270,Synapse54,1756054260270,Synapse54
640,91706 (Baldwin Park),91706,16188,23.96,23.96,58035000.0,45700.72762433788,1756054260270,Synapse54,1756054260270,Synapse54
641,91708 (Chino),91708,5422,26.32,26.32,32807500.0,36874.228505956096,1756054260270,Synapse54,1756054260270,Synapse54
642,91709 (Chino Hills),91709,15971,21.12,21.12,167730000.0,64255.61856738247,1756054260270,Synapse54,1756054260270,Synapse54
643,91710 (Chino),91710,17605,21.94,21.94,82101250.0,64039.625439571064,1756054260270,Synapse54,1756054260270,Synapse54
644,91711 (Claremont),91711,9299,26.71,26.71,52745000.0,44177.276952318716,1756054260270,Synapse54,1756054260270,Synapse54
645,91722 (Covina),91722,7883,21.84,21.84,16487500.0,28476.367406778492,1756054260270,Synapse54,1756054260270,Synapse54
646,91723 (Covina),91723,4363,23.64,23.64,8080000.0,13637.97221636006,1756054260270,Synapse54,1756054260270,Synapse54
647,91724 (Covina),91724,5839,22.31,22.31,23862500.0,39273.62024566357,1756054260270,Synapse54,1756054260270,Synapse54
648,91730 (Rancho Cucamonga),91730,18473,25.28,25.28,53462500.0,35899.53475388108,1756054260270,Synapse54,1756054260270,Synapse54
649,91731 (El Monte),91731,6598,24.4,24.4,14136250.0,25914.551736366426,1756054260270,Synapse54,1756054260270,Synapse54
650,91732 (El Monte),91732,14833,25.8,25.8,18137500.0,25659.361163605434,1756054260270,Synapse54,1756054260270,Synapse54
651,91733 (South El Monte),91733,10284,26.21,26.21,26378382.3515625,27199.854867714454,1756054260270,Synapse54,1756054260270,Synapse54
652,91737 (Rancho Cucamonga),91737,4971,21.4,21.4,26786250.0,26820.89326439801,1756054260270,Synapse54,1756054260270,Synapse54
653,91739 (Rancho Cucamonga),91739,9967,24.16,24.16,51716250.0,40408.273830140315,1756054260270,Synapse54,1756054260270,Synapse54
654,91740 (Glendora),91740,4815,20.28,20.28,18236250.0,23548.21002639036,1756054260270,Synapse54,1756054260270,Synapse54
