OBJECTID,admin4_name,admin3_name,admin2_name,id,GENZ_CY,GENZ_CY_P,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
1836,54638 (Kendall),Monroe County,Wisconsin,86275e057ffffff,91,23.1,23.1,71662500.0078125,31531.43341213363,1758492366373,Synapse54,1758492366373,Synapse54
1837,53506 (Avoca),Iowa County,Wisconsin,862758497ffffff,19,16.96,16.96,69442500.00390625,31040.39559876385,1758492366373,Synapse54,1758492366373,Synapse54
1838,54162 (Pulaski),Brown County,Wisconsin,86274225fffffff,1005,26.57,26.57,75180000.0,32287.480606385783,1758492366373,Synapse54,1758492366373,Synapse54
1839,54971 (Ripon),Fond du Lac County,Wisconsin,86275c38fffffff,880,28.66,28.66,72055000.0,31614.68234349119,1758492366373,Synapse54,1758492366373,Synapse54
1840,53929 (Elroy),Monroe County,Wisconsin,86275e05fffffff,57,21.67,21.67,71122500.0,31410.83080665942,1758492366373,Synapse54,1758492366373,Synapse54
1841,53560 (Mazomanie),Dane County,Wisconsin,86275856fffffff,100,17.7,17.7,69656250.00390625,31084.176140277123,1758492366373,Synapse54,1758492366373,Synapse54
1842,54638 (Kendall),Juneau County,Wisconsin,86275e067ffffff,49,20.08,20.08,71970000.0,31597.996772416933,1758492366373,Synapse54,1758492366373,Synapse54
1843,54941 (Green Lake),Green Lake County,Wisconsin,86275c397ffffff,14,16.09,16.09,72412500.0,31691.072500370763,1758492366373,Synapse54,1758492366373,Synapse54
1844,53929 (Elroy),Juneau County,Wisconsin,86275e06fffffff,124,18.05,18.05,71501250.00390625,31492.380210400872,1758492366373,Synapse54,1758492366373,Synapse54
1845,53570 (Monticello),Green County,Wisconsin,86275860fffffff,61,20.33,20.33,68095000.0,30735.81132138575,1758492366373,Synapse54,1758492366373,Synapse54
1846,54941 (Green Lake),Green Lake County,Wisconsin,86275c39fffffff,255,14.34,14.34,72254999.9921875,31654.01669603492,1758492366373,Synapse54,1758492366373,Synapse54
1847,54638 (Kendall),Monroe County,Wisconsin,86275e077ffffff,76,27.05,27.05,71585000.0,31510.65991506449,1758492366373,Synapse54,1758492366373,Synapse54
1848,54656 (Sparta),Monroe County,Wisconsin,86275e087ffffff,49,22.37,22.37,71601250.00390625,31516.934162947044,1758492366373,Synapse54,1758492366373,Synapse54
1849,53574 (New Glarus),Green County,Wisconsin,862758627ffffff,87,20.28,20.28,68722500.00390625,30878.93549508376,1758492366373,Synapse54,1758492366373,Synapse54
1850,54923 (Berlin),Winnebago County,Wisconsin,86275c3a7ffffff,77,20.48,20.48,72673750.00390625,31749.86229405417,1758492366373,Synapse54,1758492366373,Synapse54
1851,54648 (Norwalk),Monroe County,Wisconsin,86275e08fffffff,74,24.34,24.34,71543749.9921875,31500.380581726262,1758492366373,Synapse54,1758492366373,Synapse54
1852,54656 (Sparta),Monroe County,Wisconsin,86275e097ffffff,112,21.62,21.62,71958750.00390625,31591.191564546098,1758492366373,Synapse54,1758492366373,Synapse54
1853,53574 (New Glarus),Green County,Wisconsin,86275862fffffff,450,21.79,21.79,67994999.99609375,30713.834262286822,1758492366373,Synapse54,1758492366373,Synapse54
1854,54971 (Ripon),Fond du Lac County,Wisconsin,86275c3afffffff,539,23.97,23.97,72459999.9921875,31700.57762010522,1758492366373,Synapse54,1758492366373,Synapse54
1855,54619 (Cashton),Monroe County,Wisconsin,86275e09fffffff,72,24.57,24.57,71621250.0,31520.43488878944,1758492366373,Synapse54,1758492366373,Synapse54
1856,53570 (Monticello),Green County,Wisconsin,862758647ffffff,71,20.23,20.23,67895000.0,30691.857203187894,1758492366373,Synapse54,1758492366373,Synapse54
1857,54656 (Sparta),Monroe County,Wisconsin,86275e0a7ffffff,123,22.16,22.16,72142500.0078125,31632.21584922856,1758492366373,Synapse54,1758492366373,Synapse54
1858,53543 (Highland),Iowa County,Wisconsin,86275849fffffff,17,14.29,14.29,69064999.99609375,30952.885928292835,1758492366373,Synapse54,1758492366373,Synapse54
1859,54171 (Sobieski),Oconto County,Wisconsin,862742267ffffff,286,21.5,21.5,75452500.0,32345.130706048265,1758492366373,Synapse54,1758492366373,Synapse54
1860,53588 (Spring Green),Sauk County,Wisconsin,8627584a7ffffff,220,20.16,20.16,69515000.00390625,31053.05979045526,1758492366373,Synapse54,1758492366373,Synapse54
1861,54923 (Berlin),Green Lake County,Wisconsin,86275c3b7ffffff,701,22.04,22.04,72460000.00390625,31699.296874109743,1758492366373,Synapse54,1758492366373,Synapse54
1862,54171 (Sobieski),Oconto County,Wisconsin,86274226fffffff,846,21.95,21.95,75343750.00390625,32323.270546658605,1758492366373,Synapse54,1758492366373,Synapse54
1863,53588 (Spring Green),Iowa County,Wisconsin,8627584afffffff,20,16.0,16.0,69161250.0,30975.500463427103,1758492366373,Synapse54,1758492366373,Synapse54
1864,54137 (Krakow),Oconto County,Wisconsin,862742277ffffff,141,20.77,20.77,75599999.99609375,32379.609099389825,1758492366373,Synapse54,1758492366373,Synapse54
1865,54648 (Norwalk),Monroe County,Wisconsin,86275e0afffffff,157,23.26,23.26,71438750.0,31477.715237239165,1758492366373,Synapse54,1758492366373,Synapse54
1866,53506 (Avoca),Iowa County,Wisconsin,8627584b7ffffff,99,20.5,20.5,69442500.0,31040.39559876385,1758492366373,Synapse54,1758492366373,Synapse54
1867,54166 (Shawano),Shawano County,Wisconsin,862742287ffffff,1196,21.93,21.93,75675000.0,32393.55396220975,1758492366373,Synapse54,1758492366373,Synapse54
1868,54656 (Sparta),Monroe County,Wisconsin,86275e0b7ffffff,162,21.01,21.01,71747499.99609375,31549.739178743763,1758492366373,Synapse54,1758492366373,Synapse54
1869,53533 (Dodgeville),Iowa County,Wisconsin,8627584c7ffffff,36,16.29,16.29,69182500.0,30979.588579485226,1758492366373,Synapse54,1758492366373,Synapse54
1870,54166 (Shawano),Shawano County,Wisconsin,86274228fffffff,74,22.09,22.09,75464999.99609375,32348.01272763809,1758492366373,Synapse54,1758492366373,Synapse54
1871,53533 (Dodgeville),Iowa County,Wisconsin,8627584cfffffff,33,17.46,17.46,68902500.0,30914.91025200175,1758492366373,Synapse54,1758492366373,Synapse54
1872,53566 (Monroe),Green County,Wisconsin,86275864fffffff,90,19.96,19.96,67742499.9921875,30654.328045707276,1758492366373,Synapse54,1758492366373,Synapse54
1873,54166 (Shawano),Shawano County,Wisconsin,862742297ffffff,1242,22.12,22.12,75962500.0,32456.41230861653,1758492366373,Synapse54,1758492366373,Synapse54
1874,54943 (Hancock),Adams County,Wisconsin,86275c407ffffff,28,15.22,15.22,73447499.9921875,31913.538360029994,1758492366373,Synapse54,1758492366373,Synapse54
1875,53533 (Dodgeville),Iowa County,Wisconsin,8627584d7ffffff,6,16.22,16.22,68735000.0,30882.78101006284,1758492366373,Synapse54,1758492366373,Synapse54
1876,54166 (Shawano),Shawano County,Wisconsin,86274229fffffff,79,15.8,15.8,75886250.0,32439.97428972731,1758492366373,Synapse54,1758492366373,Synapse54
1877,54651 (Ontario),Monroe County,Wisconsin,86275e0c7ffffff,79,24.84,24.84,71102499.99609375,31409.292719233294,1758492366373,Synapse54,1758492366373,Synapse54
1878,54166 (Shawano),Shawano County,Wisconsin,8627422a7ffffff,263,13.47,13.47,75996249.99609375,32465.208111220745,1758492366373,Synapse54,1758492366373,Synapse54
1879,53533 (Dodgeville),Iowa County,Wisconsin,8627584dfffffff,759,20.62,20.62,68776250.0,30889.235265597057,1758492366373,Synapse54,1758492366373,Synapse54
1880,53566 (Monroe),Green County,Wisconsin,862758657ffffff,75,20.33,20.33,67994999.9921875,30713.834262286822,1758492366373,Synapse54,1758492366373,Synapse54
1881,54107 (Bonduel),Shawano County,Wisconsin,8627422afffffff,213,22.23,22.23,75363750.0,32329.03949653064,1758492366373,Synapse54,1758492366373,Synapse54
1882,53582 (Ridgeway),Iowa County,Wisconsin,8627584e7ffffff,26,15.76,15.76,68881249.9921875,30912.658494930918,1758492366373,Synapse54,1758492366373,Synapse54
1883,54651 (Ontario),Vernon County,Wisconsin,86275e0cfffffff,47,24.23,24.23,71382500.00390625,31466.248504621723,1758492366373,Synapse54,1758492366373,Synapse54
1884,54166 (Shawano),Shawano County,Wisconsin,8627422b7ffffff,280,15.91,15.91,75859999.9921875,32434.945921439787,1758492366373,Synapse54,1758492366373,Synapse54
1885,53582 (Ridgeway),Iowa County,Wisconsin,8627584efffffff,159,17.89,17.89,68902500.0,30914.91025200175,1758492366373,Synapse54,1758492366373,Synapse54
1886,54943 (Hancock),Waushara County,Wisconsin,86275c40fffffff,36,15.32,15.32,72934999.9921875,31806.573517029345,1758492366373,Synapse54,1758492366373,Synapse54
1887,54162 (Pulaski),Shawano County,Wisconsin,8627422c7ffffff,68,20.42,20.42,75390000.00390625,32332.2448731409,1758492366373,Synapse54,1758492366373,Synapse54
1888,53533 (Dodgeville),Iowa County,Wisconsin,8627584f7ffffff,21,16.03,16.03,69181250.0,30979.55660330779,1758492366373,Synapse54,1758492366373,Synapse54
1889,54165 (Seymour),Shawano County,Wisconsin,8627422cfffffff,116,21.44,21.44,75180000.0,32287.480606385783,1758492366373,Synapse54,1758492366373,Synapse54
1890,54619 (Cashton),Monroe County,Wisconsin,86275e0d7ffffff,85,25.53,25.53,71418749.99609375,31476.023478346673,1758492366373,Synapse54,1758492366373,Synapse54
1891,53577 (Plain),Sauk County,Wisconsin,862758507ffffff,46,19.09,19.09,70373750.00390625,31244.235149327957,1758492366373,Synapse54,1758492366373,Synapse54
1892,53583 (Sauk City),Sauk County,Wisconsin,86275850fffffff,58,18.53,18.53,69915000.0,31144.440769131128,1758492366373,Synapse54,1758492366373,Synapse54
