OBJECTID,admin4_name,admin3_name,admin2_name,id,X9001_X,X9001_X_A,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
1759,61520 (Canton),Fulton County,Illinois,8626752c7ffffff,200673,3520.58,3520.58,61266250.00390625,29162.601414175304,1758492626791,Synapse54,1758492626791,Synapse54
1760,61443 (Kewanee),Henry County,Illinois,8626758dfffffff,7853939,2776.22,2776.22,63185000.00390625,29614.780334051087,1758492626791,Synapse54,1758492626791,Synapse54
1761,60411 (Chicago Heights),Cook County,Illinois,862664087ffffff,44414191,4184.89,4184.89,64572499.99609375,29937.242508031522,1758492626791,Synapse54,1758492626791,Synapse54
1762,63028 (Festus),Jefferson County,Missouri,8626404d7ffffff,1003920,2245.91,2245.91,58374999.99609375,28463.611901842036,1758492626791,Synapse54,1758492626791,Synapse54
1763,62272 (Percy),Randolph County,Illinois,862640387ffffff,104028,3152.36,3152.36,57556250.00390625,28267.517538823,1758492626791,Synapse54,1758492626791,Synapse54
1764,61361 (Sheffield),Henry County,Illinois,8626758e7ffffff,178968,4588.92,4588.92,63375000.0,29659.836058209556,1758492626791,Synapse54,1758492626791,Synapse54
1765,61520 (Canton),Fulton County,Illinois,8626752cfffffff,772922,3079.37,3079.37,61266250.00390625,29162.601414175304,1758492626791,Synapse54,1758492626791,Synapse54
1766,62987 (Stonefort),Pope County,Illinois,86264102fffffff,110672,2699.32,2699.32,56311249.99609375,27962.551330215432,1758492626791,Synapse54,1758492626791,Synapse54
1767,46311 (Dyer),Lake County,Indiana,86266408fffffff,42650671,4780.39,4780.39,65015000.0,30036.70985285467,1758492626791,Synapse54,1758492626791,Synapse54
1768,62849 (Iuka),Marion County,Illinois,862645467ffffff,178211,2659.87,2659.87,57242500.0,28187.87316440581,1758492626791,Synapse54,1758492626791,Synapse54
1769,62557 (Pana),Christian County,Illinois,862644b9fffffff,296600,2907.84,2907.84,58732500.0,28559.211546394177,1758492626791,Synapse54,1758492626791,Synapse54
1770,62244 (Fults),Monroe County,Illinois,8626404e7ffffff,686480,4516.32,4516.32,58286249.9921875,28443.4741741491,1758492626791,Synapse54,1758492626791,Synapse54
1771,61520 (Canton),Fulton County,Illinois,8626752d7ffffff,993166,3819.87,3819.87,61266249.99609375,29162.601414175304,1758492626791,Synapse54,1758492626791,Synapse54
1772,61345 (Neponset),Bureau County,Illinois,8626758efffffff,144107,3602.68,3602.68,63375000.0,29659.836058209556,1758492626791,Synapse54,1758492626791,Synapse54
1773,46324 (Hammond),Lake County,Indiana,8626640a7ffffff,73278271,3521.13,3521.13,65015000.0,30036.70985285467,1758492626791,Synapse54,1758492626791,Synapse54
1774,62244 (Fults),Monroe County,Illinois,8626404efffffff,557532,4765.23,4765.23,58387500.0,28465.91796840474,1758492626791,Synapse54,1758492626791,Synapse54
1775,62272 (Percy),Randolph County,Illinois,86264038fffffff,2058843,2663.45,2663.45,57554999.9921875,28262.52169923816,1758492626791,Synapse54,1758492626791,Synapse54
