OBJECTID,admin4_name,admin3_name,admin2_name,id,TPOPK1,TPOPK1_P,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
143,47522 (Crane),Martin County,Indiana,86266eb97ffffff,0,0.0,0.0,56921250.0,28117.493008720707,1758491900577,Synapse54,1758491900577,Synapse54
144,47601 (Boonville),Warrick County,Indiana,86266a8efffffff,0,0.0,0.0,55443749.99609375,27745.400366046346,1758491900577,Synapse54,1758491900577,Synapse54
145,46176 (Shelbyville),Shelby County,Indiana,862a926d7ffffff,0,0.0,0.0,59221249.9921875,28679.318018416456,1758491900577,Synapse54,1758491900577,Synapse54
146,47522 (Crane),Martin County,Indiana,86266eb9fffffff,0,0.0,0.0,56852499.99609375,28103.183144257207,1758491900577,Synapse54,1758491900577,Synapse54
147,47601 (Boonville),Warrick County,Indiana,86266a8f7ffffff,0,0.0,0.0,55807500.0,27839.733929161797,1758491900577,Synapse54,1758491900577,Synapse54
148,46176 (Shelbyville),Shelby County,Indiana,862a926dfffffff,0,0.0,0.0,59096249.9921875,28645.663263705927,1758491900577,Synapse54,1758491900577,Synapse54
149,47424 (Bloomfield),Greene County,Indiana,86266eba7ffffff,0,0.0,0.0,57102500.00390625,28164.055165835664,1758491900577,Synapse54,1758491900577,Synapse54
150,47598 (Winslow),Pike County,Indiana,86266a907ffffff,0,0.0,0.0,55909999.99609375,27867.586779714664,1758491900577,Synapse54,1758491900577,Synapse54
151,46176 (Shelbyville),Shelby County,Indiana,862a926e7ffffff,0,0.0,0.0,59013750.00390625,28625.75629513786,1758491900577,Synapse54,1758491900577,Synapse54
152,47585 (Stendal),Pike County,Indiana,86266a90fffffff,0,0.0,0.0,55948750.00390625,27870.231394030063,1758491900577,Synapse54,1758491900577,Synapse54
153,47522 (Crane),Martin County,Indiana,86266ebafffffff,0,0.0,0.0,57102499.99609375,28161.158121433204,1758491900577,Synapse54,1758491900577,Synapse54
154,47660 (Oakland City),Pike County,Indiana,86266a917ffffff,0,0.0,0.0,56107500.0,27918.360309536798,1758491900577,Synapse54,1758491900577,Synapse54
155,47660 (Oakland City),Pike County,Indiana,86266a91fffffff,0,0.0,0.0,55948750.00390625,27870.231394030063,1758491900577,Synapse54,1758491900577,Synapse54
156,46176 (Shelbyville),Shelby County,Indiana,862a926efffffff,0,0.0,0.0,58889999.99609375,28592.346491867465,1758491900577,Synapse54,1758491900577,Synapse54
157,47424 (Bloomfield),Greene County,Indiana,86266ebb7ffffff,0,0.0,0.0,56977499.9921875,28129.145114449355,1758491900577,Synapse54,1758491900577,Synapse54
158,47598 (Winslow),Pike County,Indiana,86266a927ffffff,0,0.0,0.0,55855000.0078125,27848.89414579143,1758491900577,Synapse54,1758491900577,Synapse54
159,47585 (Stendal),Pike County,Indiana,86266a92fffffff,0,0.0,0.0,55814999.9921875,27846.235548984772,1758491900577,Synapse54,1758491900577,Synapse54
160,46176 (Shelbyville),Shelby County,Indiana,862a926f7ffffff,0,0.0,0.0,59282500.00390625,28692.853690282926,1758491900577,Synapse54,1758491900577,Synapse54
161,46117 (Charlottesville),Hancock County,Indiana,862a92707ffffff,0,0.0,0.0,59812500.0,28818.903538960454,1758491900577,Synapse54,1758491900577,Synapse54
