OBJECTID,admin4_name,admin3_name,admin2_name,id,TPOPK2,TPOPK2_P,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
1041,61473 (Roseville),Warren County,Illinois,8626756d7ffffff,0,0.0,0.0,61282500.0,29170.702217965718,1758491880661,Synapse54,1758491880661,Synapse54
1042,62960 (Metropolis),Massac County,Illinois,86264174fffffff,0,0.0,0.0,56291250.0,27954.178967247182,1758491880661,Synapse54,1758491880661,Synapse54
1043,62446 (Mount Erie),Wayne County,Illinois,862645a97ffffff,0,0.0,0.0,56790000.0,28079.89754851901,1758491880661,Synapse54,1758491880661,Synapse54
1044,62956 (Karnak),Massac County,Illinois,862641757ffffff,0,0.0,0.0,56092500.0,27903.118942252677,1758491880661,Synapse54,1758491880661,Synapse54
1045,62854 (Kinmundy),Marion County,Illinois,862645577ffffff,0,0.0,0.0,57405000.0,28231.015249934626,1758491880661,Synapse54,1758491880661,Synapse54
1046,62231 (Carlyle),Clinton County,Illinois,862640827ffffff,0,0.0,0.0,57945000.0,28359.658540410997,1758491880661,Synapse54,1758491880661,Synapse54
1047,42086 (West Paducah),McCracken County,Kentucky,86264175fffffff,0,0.0,0.0,56392500.0,27981.15249229343,1758491880661,Synapse54,1758491880661,Synapse54
1048,61438 (Good Hope),McDonough County,Illinois,8626756dfffffff,0,0.0,0.0,60900000.0,29077.209487016375,1758491880661,Synapse54,1758491880661,Synapse54
1049,62563 (Rochester),Sangamon County,Illinois,8626448b7ffffff,0,0.0,0.0,58971250.0,28614.68248299292,1758491880661,Synapse54,1758491880661,Synapse54
1050,62231 (Carlyle),Clinton County,Illinois,86264082fffffff,0,0.0,0.0,58047499.99609375,28386.856971241083,1758491880661,Synapse54,1758491880661,Synapse54
1051,62908 (Belknap),Massac County,Illinois,862641767ffffff,0,0.0,0.0,55938750.00390625,27862.47750898574,1758491880661,Synapse54,1758491880661,Synapse54
1052,62875 (Patoka),Marion County,Illinois,862645587ffffff,0,0.0,0.0,57745000.0,28314.060884076473,1758491880661,Synapse54,1758491880661,Synapse54
1053,62843 (Golden Gate),Wayne County,Illinois,862645a9fffffff,0,0.0,0.0,56803749.99609375,28088.96508693137,1758491880661,Synapse54,1758491880661,Synapse54
1054,62960 (Metropolis),Massac County,Illinois,86264176fffffff,0,0.0,0.0,56392500.0,27981.152492293433,1758491880661,Synapse54,1758491880661,Synapse54
1055,61415 (Avon),Warren County,Illinois,8626756e7ffffff,0,0.0,0.0,61322499.9921875,29176.543209828043,1758491880661,Synapse54,1758491880661,Synapse54
1056,62230 (Breese),Clinton County,Illinois,862640837ffffff,0,0.0,0.0,57845000.0,28336.50193732946,1758491880661,Synapse54,1758491880661,Synapse54
1057,62568 (Taylorville),Christian County,Illinois,8626448c7ffffff,0,0.0,0.0,58628749.99609375,28531.792056034672,1758491880661,Synapse54,1758491880661,Synapse54
1058,62870 (Odin),Marion County,Illinois,86264558fffffff,0,0.0,0.0,57405000.00390625,28231.015249934626,1758491880661,Synapse54,1758491880661,Synapse54
1059,62908 (Belknap),Massac County,Illinois,862641777ffffff,0,0.0,0.0,56122500.0,27904.714461242387,1758491880661,Synapse54,1758491880661,Synapse54
1060,62323 (Chambersburg),Pike County,Illinois,86267175fffffff,0,0.0,0.0,60071250.0,28876.95863868398,1758491880661,Synapse54,1758491880661,Synapse54
1061,62926 (Dongola),Pulaski County,Illinois,862641787ffffff,0,0.0,0.0,56728750.0078125,28059.344497459,1758491880661,Synapse54,1758491880661,Synapse54
1062,62231 (Carlyle),Clinton County,Illinois,862640847ffffff,0,0.0,0.0,57575000.0078125,28275.418383647342,1758491880661,Synapse54,1758491880661,Synapse54
1063,62476 (West Salem),Edwards County,Illinois,862645aa7ffffff,0,0.0,0.0,56808749.99609375,28083.555516653818,1758491880661,Synapse54,1758491880661,Synapse54
1064,61415 (Avon),Fulton County,Illinois,8626756efffffff,0,0.0,0.0,61302500.00390625,29174.783741217532,1758491880661,Synapse54,1758491880661,Synapse54
1065,62970 (Olmsted),Pulaski County,Illinois,86264178fffffff,0,0.0,0.0,56388749.99609375,27976.13981857251,1758491880661,Synapse54,1758491880661,Synapse54
1066,62803 (Hoyleton),Washington County,Illinois,86264084fffffff,0,0.0,0.0,57575000.0,28275.418383647342,1758491880661,Synapse54,1758491880661,Synapse54
1067,62665 (Meredosia),Morgan County,Illinois,862671767ffffff,0,0.0,0.0,59694999.99609375,28788.061932080913,1758491880661,Synapse54,1758491880661,Synapse54
1068,62926 (Dongola),Pulaski County,Illinois,862641797ffffff,0,0.0,0.0,56388749.99609375,27976.13981857251,1758491880661,Synapse54,1758491880661,Synapse54
1069,62875 (Patoka),Clinton County,Illinois,862645597ffffff,0,0.0,0.0,57761250.0,28317.20435132372,1758491880661,Synapse54,1758491880661,Synapse54
1070,62218 (Bartelso),Clinton County,Illinois,862640857ffffff,0,0.0,0.0,57945000.0,28359.658540410997,1758491880661,Synapse54,1758491880661,Synapse54
1071,62555 (Owaneco),Christian County,Illinois,8626448cfffffff,0,0.0,0.0,58425000.00390625,28481.30249955349,1758491880661,Synapse54,1758491880661,Synapse54
1072,62992 (Ullin),Pulaski County,Illinois,86264179fffffff,0,0.0,0.0,56742500.0,28062.071256508807,1758491880661,Synapse54,1758491880661,Synapse54
1073,61415 (Avon),Warren County,Illinois,8626756f7ffffff,0,0.0,0.0,61517500.0,29217.108960134326,1758491880661,Synapse54,1758491880661,Synapse54
1074,62923 (Cypress),Pulaski County,Illinois,8626417afffffff,0,0.0,0.0,56092499.99609375,27903.118942252677,1758491880661,Synapse54,1758491880661,Synapse54
1075,62803 (Hoyleton),Washington County,Illinois,86264085fffffff,0,0.0,0.0,57773749.99609375,28320.79498045244,1758491880661,Synapse54,1758491880661,Synapse54
1076,62665 (Meredosia),Morgan County,Illinois,86267176fffffff,0,0.0,0.0,59400000.0,28717.77734845899,1758491880661,Synapse54,1758491880661,Synapse54
1077,63780 (Scott City),Scott County,Missouri,862643a07ffffff,924,39.45,39.45,56827499.99609375,28081.909137839306,1758491880661,Synapse54,1758491880661,Synapse54
1078,62476 (West Salem),Edwards County,Illinois,862645aafffffff,0,0.0,0.0,56605000.0,28037.989444861403,1758491880661,Synapse54,1758491880661,Synapse54
1079,62882 (Sandoval),Clinton County,Illinois,86264559fffffff,0,0.0,0.0,57761250.0,28317.204351323715,1758491880661,Synapse54,1758491880661,Synapse54
1080,63780 (Scott City),Scott County,Missouri,862643a0fffffff,88,21.46,21.46,56627500.0,28032.370972412744,1758491880661,Synapse54,1758491880661,Synapse54
1081,62231 (Carlyle),Clinton County,Illinois,862640867ffffff,0,0.0,0.0,58062499.99609375,28389.779378958905,1758491880661,Synapse54,1758491880661,Synapse54
1082,62378 (Versailles),Brown County,Illinois,862671777ffffff,0,0.0,0.0,59863750.0,28827.08148866026,1758491880661,Synapse54,1758491880661,Synapse54
